Song,Artist,Valence,Key,Mode,Danceability,Date
Champagne Problems,Taylor Swift,0.32,0.0,1.0,0.462,2020-12-11
"No Body, No Crime",Taylor Swift Featuring HAIM,0.535,7.0,0.0,0.546,2020-12-11
'Tis The Damn Season,Taylor Swift,0.348,5.0,1.0,0.575,2020-12-11
Gold Rush,Taylor Swift,0.353,9.0,1.0,0.512,2020-12-11
Tequila Shots,Kid Cudi,0.22,5.0,0.0,0.7120000000000001,2020-12-11
Tolerate It,Taylor Swift,0.221,9.0,1.0,0.316,2020-12-11
Deck The Halls,Nat King Cole,0.816,9.0,1.0,0.84,2015-11-06
She Knows This,Kid Cudi,0.312,6.0,0.0,0.39,2020-12-11
Happiness,Taylor Swift,0.21100000000000002,11.0,1.0,0.5589999999999999,2020-12-11
Show Out,"Kid Cudi, Skepta & Pop Smoke",0.158,1.0,1.0,0.619,2020-12-11
Evermore,Taylor Swift Featuring Bon Iver,0.32,1.0,1.0,0.39,2020-12-11
Ivy,Taylor Swift,0.535,2.0,1.0,0.515,2020-12-11
Coney Island,Taylor Swift Featuring The National,0.292,8.0,1.0,0.537,2020-12-11
Another Day,Kid Cudi,0.0642,4.0,0.0,0.6459999999999999,2020-12-11
Dorothea,Taylor Swift,0.354,4.0,1.0,0.605,2020-12-11
Long Story Short,Taylor Swift,0.573,0.0,1.0,0.546,2020-12-11
Cowboy Like Me,Taylor Swift,0.511,0.0,1.0,0.604,2020-12-11
Way Out,Jack Harlow Featuring Big Sean,0.907,11.0,0.0,0.945,2020-12-09
Marjorie,Taylor Swift,0.287,5.0,1.0,0.535,2020-12-11
Mr. Solo Dolo III,Kid Cudi,,,,,
Dive,Kid Cudi,0.332,9.0,0.0,0.64,2020-12-11
Closure,Taylor Swift,0.92,9.0,1.0,0.6890000000000001,2020-12-11
Heaven On Earth,Kid Cudi,0.228,0.0,1.0,0.7859999999999999,2020-12-11
Reminds Me Of You,The Kid LAROI & Juice WRLD,0.33,4.0,1.0,0.613,2020-12-08
Sad People,Kid Cudi,0.41600000000000004,5.0,0.0,0.636,2020-12-11
Damaged,Kid Cudi,0.267,8.0,1.0,0.625,2020-12-11
Beautiful Trip,Kid Cudi,0.42,11.0,0.0,0.331,2020-12-11
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,0.62,3.0,1.0,0.5,1945-01-01
This Christmas,Donny Hathaway,0.677,5.0,1.0,0.634,1990-04-03
Please Come Home For Christmas,Eagles,0.466,9.0,1.0,0.612,1994
Santa Claus Is Comin' To Town,Jackson 5,0.885,0.0,0.0,0.6679999999999999,2002-10-22
Little Saint Nick,The Beach Boys,0.971,11.0,1.0,0.602,1964-11-09
Have Yourself A Merry Little Christmas,Michael Buble,0.195,9.0,1.0,0.275,2012-11-09
I'll Be Home For Christmas,Bing Crosby,0.20199999999999999,7.0,1.0,0.162,1993-01-01
Afterglow,Ed Sheeran,0.273,11.0,1.0,0.6409999999999999,2020-12-21
Gnat,Eminem,0.82,10.0,0.0,0.835,2020-12-18
The First Noel,Gabby Barrett,0.102,10.0,1.0,0.45799999999999996,2020-10-23
Adderall (Corvette Corvette),Popp Hunna,0.677,4.0,0.0,0.9209999999999999,2020-12-18
Backdoor,Lil Durk,0.22899999999999998,4.0,0.0,0.665,2020-12-21
Moonwalking In Calabasas,DDG,0.745,11.0,0.0,0.9279999999999999,2020-12-02
Good Days,SZA,0.41200000000000003,1.0,0.0,0.436,2020-12-25
Still Trappin',Lil Durk & King Von,0.627,5.0,0.0,0.877,2020-12-24
Redman,Lil Durk,0.841,9.0,0.0,0.74,2020-12-24
Slay3r,Playboi Carti,0.436,4.0,0.0,0.885,2020-12-25
Go2DaMoon,Playboi Carti Featuring Kanye West,0.542,4.0,0.0,0.693,2020-12-25
Refugee,Lil Durk,0.502,1.0,1.0,0.857,2020-12-24
Monsters,All Time Low Featuring Demi Lovato & blackbear ,0.782,0.0,0.0,0.369,2020-04-03
Vamp Anthem,Playboi Carti,0.6409999999999999,11.0,1.0,0.642,2020-12-25
Down To One,Luke Bryan,0.551,8.0,1.0,0.62,2020-08-07
New N3on,Playboi Carti,0.948,6.0,0.0,0.888,2020-12-25
Death Ain't Easy,Lil Durk,0.55,1.0,1.0,0.7929999999999999,2020-12-24
M3tamorphosis,Playboi Carti Featuring Kid Cudi,0.122,0.0,1.0,0.657,2020-12-25
The Good Ones,Gabby Barrett,0.331,2.0,1.0,0.519,2020-06-19
Anyone,Justin Bieber,0.584,2.0,1.0,0.6859999999999999,2021-01-01
Long Live,Florida Georgia Line,0.544,7.0,1.0,0.611,2021-02-19
Girl Like Me,Black Eyed Peas X Shakira,0.312,2.0,1.0,0.965,2020-11-02
Momma's House,Dustin Lynch,0.541,11.0,0.0,0.633,2020-01-17
Back In Blood,Pooh Shiesty Featuring Lil Durk,0.831,8.0,0.0,0.759,2020-11-06
Hell Of A View,Eric Church,0.883,5.0,1.0,0.6890000000000001,2020-10-02
Almost Maybes,Jordan Davis,0.555,11.0,1.0,0.5820000000000001,2020-05-08
Lady,Brett Young,0.428,7.0,1.0,0.408,2020-05-01
Heat Waves,Glass Animals,0.531,11.0,1.0,0.7609999999999999,2020-08-07
Drivers License,Olivia Rodrigo,0.132,10.0,1.0,0.585,2021-01-08
34+35,Ariana Grande Ft. Doja Cat & Megan Thee Stallion,0.485,0.0,1.0,0.83,2020-10-30
Bad Boy,Juice WRLD & Young Thug,0.198,1.0,1.0,0.6970000000000001,2021-01-15
Wasted On You,Morgan Wallen,0.252,11.0,0.0,0.505,2021-01-08
Streets,Doja Cat,0.19,11.0,1.0,0.7490000000000001,2019-11-07
Sand In My Boots,Morgan Wallen,0.414,3.0,1.0,0.40299999999999997,2021-01-08
Best Friend,Saweetie Featuring Doja Cat,0.402,4.0,1.0,0.84,2021-01-07
Masterpiece,DaBaby,0.436,0.0,1.0,0.7809999999999999,2021-01-15
Warning,Morgan Wallen,0.268,10.0,1.0,0.633,2021-01-08
865,Morgan Wallen,0.3670000000000001,8.0,1.0,0.532,2021-01-08
Undivided,Tim McGraw & Tyler Hubbard,0.408,10.0,1.0,0.583,2021-01-13
Buss It,Erica Banks,0.795,9.0,1.0,0.956,2020-06-19
Beat Box,SpotemGottem,0.201,1.0,1.0,0.762,2020-04-20
Goosebumps,Travis Scott & HVME,0.43,7.0,1.0,0.841,2016-09-16
De Una Vez,Selena Gomez,0.0398,11.0,0.0,0.6659999999999999,2021-01-14
Better Days,Ant Clemons Featuring Justin Timberlake,0.498,5.0,0.0,0.46,2020-12-04
Somebody Like That,Tenille Arts,0.58,6.0,1.0,0.574,2020-01-10
Dangerous,Morgan Wallen,0.948,7.0,1.0,0.635,2021-01-08
Skin,Sabrina Carpenter,0.32799999999999996,7.0,1.0,0.557,2021-01-22
Lo Vas A Olvidar,Billie Eilish & ROSALIA,0.032,4.0,0.0,0.34299999999999997,2021-01-21
Opp Stoppa,YBN Nahmir Featuring 21 Savage,0.312,2.0,0.0,0.8290000000000001,2021-01-22
Antes,Anuel AA & Ozuna,0.67,6.0,0.0,0.8170000000000001,2021-01-22
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,0.49,1.0,0.0,0.738,2021-01-29
Should've Ducked,Lil Durk Featuring Pooh Shiesty,0.48700000000000004,11.0,0.0,0.787,2021-01-29
Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",0.493,1.0,0.0,0.539,2021-01-29
Baila Conmigo,Selena Gomez With Rauw Alejandro,0.6829999999999999,5.0,1.0,0.8240000000000001,2021-01-29
Kanye Krazy,Lil Durk,0.366,5.0,0.0,0.759,2021-01-29
Pick Up Your Feelings,Jazmine Sullivan,0.565,7.0,0.0,0.7290000000000001,2020-11-20
Fake Woke,Tom MacDonald,0.158,8.0,1.0,0.6609999999999999,2021-01-29
Calling My Phone,Lil Tjay Featuring 6LACK,0.20199999999999999,4.0,0.0,0.907,2021-02-12
Up,Cardi B,0.8190000000000001,11.0,1.0,0.868,2021-02-05
Love Story (Taylor's Version),Taylor Swift,0.41600000000000004,2.0,1.0,0.626,2021-02-12
We're Good,Dua Lipa,0.59,6.0,1.0,0.722,2021-02-11
Time Today,Moneybagg Yo,0.301,1.0,1.0,0.909,2021-02-03
What It Feels Like,Nipsey Hussle & JAY-Z,0.0778,1.0,0.0,0.39399999999999996,2021-02-12
My Head And My Heart,Ava Max,0.436,9.0,0.0,0.614,2020-09-18
Astronaut In The Ocean,Masked Wolf,0.47200000000000003,4.0,0.0,0.778,2021-01-06
No More Parties,Coi Leray,0.588,11.0,1.0,0.847,2021-01-22
Heartbreak Anniversary,Giveon,0.5429999999999999,0.0,1.0,0.449,2020-03-27
Neighbors,Pooh Shiesty Featuring BIG30,0.805,2.0,1.0,0.728,2021-02-05
Lifestyle,Jason Derulo Featuring Adam Levine,0.711,10.0,0.0,0.7490000000000001,2021-01-21
Bandido,Myke Towers & Juhn,0.682,8.0,1.0,0.713,2020-12-10
Glad You Exist,Dan + Shay,0.66,11.0,1.0,0.748,2021-02-05
Quicksand,Morray,0.561,4.0,0.0,0.9009999999999999,2020-10-30
Like I Want You,Giveon,0.43799999999999994,10.0,0.0,0.6779999999999999,2020-03-27
How They Remember You,Rascal Flatts,0.498,2.0,1.0,0.442,2020-07-31
No More Parties,Coi Leray Featuring Lil Durk,0.588,11.0,1.0,0.847,2021-01-22
Clouds,NF,0.809,1.0,1.0,0.7929999999999999,2021-02-18
Telepatia,Kali Uchis,0.5529999999999999,11.0,0.0,0.653,2020-12-04
Test Drive,Ariana Grande,0.322,9.0,0.0,0.698,2021-02-19
Hit Bout It,Lil Yachty Featuring Kodak Black,0.12300000000000001,1.0,1.0,0.631,2021-02-19
Chicken Tendies,Clinton Kane,0.568,7.0,1.0,0.57,2021-02-19
ZaZa,6ix9ine,0.698,8.0,0.0,0.764,2021-02-19
Made For You,Jake Owen,0.337,1.0,1.0,0.581,2019-03-29
The Business,Tiesto,0.235,8.0,0.0,0.7979999999999999,2020-09-16
Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,0.3670000000000001,10.0,0.0,0.905,2020-07-20
Track Star,Mooski,0.285,7.0,0.0,0.6409999999999999,2021-02-09
Drivers License,Olivia Rodrigo,0.132,10.0,,0.585,2021-01-08
Up,Cardi B,0.8190000000000001,11.0,,0.868,2021-02-05
34+35,Ariana Grande,,[],[],[],[]
Blinding Lights,The Weeknd,0.334,,,0.514,2020-03-20
Save Your Tears,The Weeknd,0.644,0.0,,0.68,2020-03-20
Calling My Phone,Lil Tjay Featuring 6LACK,0.202,4.0,0.0,0.907,2021-02-12
Positions,Ariana Grande,0.682,0.0,,0.737,2020-10-30
What You Know Bout Love,Pop Smoke,0.5429999999999999,10.0,,0.7090000000000001,2020-07-03
Good Days,SZA,0.412,,0.0,0.436,2020-12-25
I Hope,Gabby Barrett Featuring Charlie Puth,0.377,6.0,,0.466,2020-06-19
Better Together,Luke Combs,0.67,0.0,,0.552,2019-11-08
You Broke Me First.,Tate McRae,0.0823,4.0,,0.667,2020-04-17
Streets,Doja Cat,0.19,11.0,,0.7490000000000001,2019-11-07
Good Time,Niko Moon,0.6409999999999999,5.0,,0.79,2020-02-14
Throat Baby (Go Baby),BRS Kash,,[],[],[],[]
Holy,Justin Bieber Featuring Chance The Rapper,0.3720000000000001,6.0,,0.6729999999999999,2020-09-18
Best Friend,Saweetie Featuring Doja Cat,0.402,4.0,,0.84,2021-01-07
Willow,Taylor Swift,0.529,7.0,,0.392,2020-12-11
Bang!,AJR,0.698,,0.0,0.74,2020-02-12
No More Parties,Coi Leray Featuring Lil Durk,0.588,11.0,,0.847,2021-01-22
Anyone,Justin Bieber,0.584,2.0,,0.6859999999999999,2021-01-01
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0.471,,0.0,0.799,2020-08-14
Just The Way,Parmalee x Blanco Brown,0.8140000000000001,9,,0.426,2019-12-13
Down To One,Luke Bryan,0.551,8.0,,0.62,2020-08-07
Without You,The Kid LAROI,0.467,0.0,,0.662,2020-11-06
Laugh Now Cry Later,Drake Featuring Lil Durk,0.522,0.0,,0.7609999999999999,2020-08-14
Starting Over,Chris Stapleton,0.318,10.0,,0.638,2020-08-27
Cry Baby,Megan Thee Stallion Featuring DaBaby,0.616,11.0,,0.9570000000000001,2020-11-20
Time Today,Moneybagg Yo,0.301,,,0.909,2021-02-03
What's Your Country Song,Thomas Rhett,0.523,5.0,,0.355,2020-11-11
Damage,H.E.R.,0.18,,,0.6459999999999999,2020-10-21
Beers And Sunshine,Darius Rucker,0.677,5.0,,0.57,2020-08-06
Beat Box,SpotemGottem,0.201,,,0.762,2020-04-20
The Good Ones,Gabby Barrett,0.331,2.0,,0.519,2020-06-19
We're Good,Dua Lipa,0.59,6.0,,0.722,2021-02-11
Buss It,Erica Banks,0.795,9.0,,0.956,2020-06-19
Clouds,NF,0.809,,,0.7929999999999999,2021-02-18
Goosebumps,Travis Scott & HVME,0.43,7.0,,0.841,2016-09-16
La Noche de Anoche,Bad Bunny & ROSALIA,0.391,7.0,,0.856,2020-11-27
Long Live,Florida Georgia Line,0.544,7.0,,0.611,2021-02-19
Astronaut In The Ocean,Masked Wolf,0.472,4.0,0.0,0.778,2021-01-06
Heartbreak Anniversary,Giveon,0.5429999999999999,0.0,,0.449,2020-03-27
Sand In My Boots,Morgan Wallen,0.414,3.0,,0.40299999999999997,2021-01-08
Heat Waves,Glass Animals,0.531,11.0,,0.7609999999999999,2020-08-07
Lady,Brett Young,0.428,7.0,,0.408,2020-05-01
Hit Bout It,Lil Yachty Featuring Kodak Black,0.123,,,0.631,2021-02-19
Forever After All,Luke Combs,0.456,0.0,,0.48700000000000004,2020-10-23
Hole In The Bottle,Kelsea Ballerini,0.7829999999999999,4.0,,0.598,2020-11-13
Girl Like Me,Black Eyed Peas X Shakira,0.312,2.0,,0.965,2020-11-02
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,0.49,,0.0,0.738,2021-01-29
Hell Of A View,Eric Church,0.883,5.0,,0.6890000000000001,2020-10-02
Masterpiece,DaBaby,0.436,0.0,,0.7809999999999999,2021-01-15
Somebody Like That,Tenille Arts,0.58,6.0,,0.574,2020-01-10
Neighbors,Pooh Shiesty Featuring BIG30,0.805,2.0,,0.728,2021-02-05
Somebody's Problem,Morgan Wallen,0.62,5.0,,0.6579999999999999,2021-01-08
You Got It,VEDO,0.391,5.0,,0.774,2020-03-27
Bandido,Myke Towers & Juhn,0.682,8.0,,0.713,2020-12-10
Drankin N Smokin,Future & Lil Uzi Vert,0.387,0.0,,0.752,2020-11-13
One Too Many,Keith Urban Duet With P!nk,0.594,4,,0.697,2020-09-16
Chicken Tendies,Clinton Kane,0.568,7.0,,0.57,2021-02-19
Almost Maybes,Jordan Davis,0.555,11.0,,0.5820000000000001,2020-05-08
Made For You,Jake Owen,0.337,,,0.581,2019-03-29
Glad You Exist,Dan + Shay,,[],[],[],[]
Afterglow,Ed Sheeran,0.273,11.0,,0.6409999999999999,2020-12-21
Cover Me Up,Morgan Wallen,0.214,7.0,,0.5489999999999999,2021-01-08
Like I Want You,Giveon,0.438,10.0,0.0,0.6779999999999999,2020-03-27
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,0.201,,,0.853,2021-02-26
La Noche de Anoche,Bad Bunny & Rosalia,0.391,7,,0.856,2020-11-27
AP,Pop Smoke,0.634,,,0.751,2021-02-26
Only Wanna Be With You,Post Malone,0.247,7,,0.47,2021-02-25
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,0.626,5,,0.612,2021-02-26
Breaking Up Was Easy In The 90's,Sam Hunt,0.376,9,,0.562,2020-04-03
Nobody,Dylan Scott,0.645,0,,0.573,2019-04-26
Gone,Dierks Bentley,0.473,6,,0.521,2020-10-22
Bichota,Karol G,0.838,,0.0,0.863,2020-10-23
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,[],[],[],[]
What's Next,Drake,0.0636,0,0,0.777,2021-03-05
Wants And Needs,Drake Featuring Lil Baby,0.1,,,0.578,2021-03-05
Lemon Pepper Freestyle,Drake Featuring Rick Ross,0.431,,,0.77,2021-03-05
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),0.7190000000000001,5,,0.586,2021-03-05
Hold On,Justin Bieber,0.29,,0,0.658,2021-03-05
Real As It Gets,Lil Baby Featuring EST Gee,0.196,6,0,0.779,2021-03-04
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,0.721,10,,0.713,2021-03-03
Hellcats & Trackhawks,Lil Durk,0.599,,0,0.841,2021-03-05
Life's A Mess II,"Juice WRLD, Clever & Post Malone",0.701,6,,0.53,2021-03-05
Lil Bit,Nelly & Florida Georgia Line,0.41,4,0,0.707,2020-10-23
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,[],[],[],[]
Street Runner,Rod Wave,0.433,5,0,0.613,2021-03-10
On The Ground,ROSE,0.28600000000000003,,,0.311,2021-03-12
Lost,NF Featuring Hopsin,0.451,5,,0.637,2021-03-11
Follow You,Imagine Dragons,0.489,9,,0.542,2021-03-12
Baila Conmigo,Selena Gomez With Rauw Alejandro,0.6829999999999999,5.0,,0.8240000000000001,2021-01-29
Daywalker!,Machine Gun Kelly & CORPSE,0.4970000000000001,7,,0.632,2021-03-12
Settling Down,Miranda Lambert,0.934,6,0,0.643,2019-11-01
Undivided,Tim McGraw & Tyler Hubbard,0.408,10.0,,0.583,2021-01-13
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,0.464,0,,0.677,2021-03-19
Headshot,"Lil Tjay, Polo G & Fivio Foreign",0.392,,0,0.809,2021-03-19
As I Am,Justin Bieber Featuring Khalid,0.109,11,,0.595,2021-03-19
Unstable,Justin Bieber Featuring The Kid LAROI,0.37,4,0,0.495,2021-03-19
Off My Face,Justin Bieber,0.586,4,,0.509,2021-03-19
Ghost,Justin Bieber,0.441,2,,0.601,2021-03-19
2 Much,Justin Bieber,0.16699999999999998,9,,0.583,2021-03-19
Deserve You,Justin Bieber,0.409,7,,0.677,2021-03-19
Die For You,Justin Bieber Featuring Dominic Fike,0.71,,,0.728,2021-03-19
Tombstone,Rod Wave,0.535,8,,0.55,2021-03-24
Love You Different,Justin Bieber Featuring BEAM,0.374,8,,0.759,2021-03-19
Loved By You,Justin Bieber Featuring Burna Boy,0.642,,,0.79,2021-03-19
Somebody,Justin Bieber,0.359,2,,0.551,2021-03-19
Famous Friends,Chris Young + Kane Brown,0.64,6,,0.533,2020-11-20
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,0.46399999999999997,0,,0.677,2021-03-19
Famous Friends,Chris Young + Kane Brown,,[],[],[],[]
Montero (Call Me By Your Name),Lil Nas X,0.758,8,0,0.61,2021-03-26
Richer,Rod Wave Featuring Polo G,0.7340000000000001,,,0.726,2021-03-26
Hard For The Next,Moneybagg Yo & Future,0.376,,,0.619,2021-03-26
You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Maren Morris,0.44,2,,0.589,2021-03-26
SoulFly,Rod Wave,0.405,6,0,0.498,2021-03-26
Gone Till November,Rod Wave,0.384,11,0,0.478,2021-03-26
Don't Forget,Rod Wave,0.882,3,0,0.662,2021-03-26
Blame On You,Rod Wave,0.7120000000000001,,0,0.697,2021-03-26
Big Purr (Prrdd),Coi Leray & Pooh Shiesty,0.38,,,0.774,2021-03-26
All I Got,Rod Wave,0.682,,,0.516,2021-03-26
Pills & Billz,Rod Wave,0.696,5,,0.725,2021-03-26
How The Game Go,Rod Wave,0.631,8,,0.741,2021-03-26
OMDB,Rod Wave,0.184,,,0.522,2021-03-26
What's Love??,Rod Wave,0.649,8,0,0.492,2021-03-26
Shock Da World,Rod Wave,0.535,,,0.693,2021-03-26
Sneaky Links,Rod Wave,0.5870000000000001,0,0,0.676,2021-03-26
